Journal,Issn,Publisher,Society,Author guideline url,Data citation score,Data citation justification,Data transparency score,Data transparency justification,Analysis code transparency score,Analysis code transparency justification,Materials transparency score,Materials transparency justification,Design & analysis reporting guidelines score,Design & analysis reporting guidelines justification,Study preregistration score,Study preregistration justification,Analysis plan preregistration score,Analysis plan preregistration justification,Replication score,Replication justification,Registered reports & publication bias score,Registered reports & publication bias justification,Open science badges score,Open science badges justification,Total
Nature Climate Change,1758-6798,Springer Nature,,https://www.nature.com/nclimate/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Chemical Biology,1552-4469,Springer Nature,,https://www.nature.com/nchembio/for-authors/preparing-your-submission,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,,1,,1,Encourages submission of replication studies.,0,,0,,11
Nature Catalysis,2520-1158,Springer Nature,,https://www.nature.com/natcatal/info/gta,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Biotechnology,1546-1696,Springer Nature,,https://www.nature.com/nbt/for-authors/preparing-your-submission,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Astronomy,2397-3366,Springer Nature,,https://www.nature.com/natastron/info/gta,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,,1,,1,,0,,0,,9
Neuropsychopharmacology,1740-634X,Springer Nature,,https://www.nature.com/documents/npp_gta.pdf,0,No mention of dataset citation.,1,Requires availability statement.,0,No mention of code sharing or availability statement.,0,No mention of study materials sharing or availability statement.,0,"Requires using CONSORT reporting standards, but only for clinical trials.",0,,0,,0,,0,,0,,1
Nature Structural & Molecular Biology,1545-9985,Springer Nature,,https://www.nature.com/nsmb/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Plants,2055-0278,Springer Nature,,https://www.nature.com/nplants/info/gta,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,,1,,1,,0,,0,,9
Nature Photonics,1749-4893,Springer Nature,,https://www.nature.com/nphoton/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Nanotechnology,1748-3395,Springer Nature,,https://www.nature.com/nnano/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Methods,1548-7105,Springer Nature,,https://www.nature.com/nmeth/for-authors/preparing-your-submission,1,,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Medicine,1546-170X,Springer Nature,,https://www.nature.com/nm/for-authors/preparing-your-submission,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Machine Intelligence,2522-5839,Springer Nature,,https://www.nature.com/natmachintell/for-authors/preparing-your-submission,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Genetics,1546-1718,Springer Nature,,https://www.nature.com/ng/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Energy,2058-7546,Springer Nature,,https://www.nature.com/nenergy/info/gta,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Ecology & Evolution,2397-334X,Springer Nature,,https://www.nature.com/natecolevol/info/gta,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,,1,,1,,0,,0,,9
Nature Communications,2041-1723,Springer Nature,,https://www.nature.com/ncomms/submit/guide-to-authors,1,,1,,3,Follows Nature Research custom code peer review policy requiring code execution. ,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Chemistry,1755-4349,Springer Nature,,https://www.nature.com/nchem/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,en,0,,0,,9
Nature Cell Biology,1476-4679,Springer Nature,,https://www.nature.com/ncb/for-authors/preparing-your-submission,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,9
Nature Cancer,2662-1347,Springer Nature,,https://www.nature.com/natcancer/for-authors/preparing-your-submission,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Nature Biomedical Engineering,2157-846X,Springer Nature,,https://www.nature.com/natbiomedeng/info/gta,1,,1,Requires availability statement.,1,Requires availability statement.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,,1,,1,,0,,0,,9
Nature,1476-4687,Springer Nature,,https://www.nature.com/nature-research/editorial-policies,1,,1,Requires availability statement.,3,Follows Nature Research custom code peer review policy requiring code execution.,1,Materials identification is required in Nature's checklist.,2,Requires use of a reporting summary checklist for submissions that is published with the accepted manuscript.,1,"If authors preregistered, article will indicate where the preregistered information can be accessed.",1,Includes analysis plans in preregistration policy.,1,Encourages submission of replication studies.,0,,0,,11
Cell,2451-9294,Cell Press,,https://www.cell.com/cell/authors,2,,1,"Requires a data availability statement as part of STAR Methods. Data deposition is mandatory for select datasets (e.g. protein sequences, DNA, and similar molecular data). ",2,"""For publication, any previously unreported custom computer code or algorithm used to generate results that are central to the main conclusions of a paper must be archived in a publicly accessible repository.""",1,Materials availability must be stated in STAR Methods. Recommends RRIDs. ,2,STAR Methods are required. ,1,"If authors preregistered, article will indicate where the pre-registered information can be accessed.",1,Policy mentions use of analysis plans in preregistrations. ,1,,0,,0,,11
PLOS Pathogens,1553-7374,PLOS,,https://journals.plos.org/plospathogens/s/submission-guidelines,1,,2,,0,Materials and software transparency strongly encouraged,0,Materials and software transparency strongly encouraged,2,,0,,0,,1,,0,,0,,6
PLOS Neglected Tropical Diseases,1935-2735,PLOS,,https://journals.plos.org/plosntds/s/submission-guidelines,1,,2,,0,Materials and software transparency strongly encouraged,0,Materials and software transparency strongly encouraged,2,,0,,0,,1,,0,,0,,6
PLOS Genetics,1553-7404,PLOS,,https://journals.plos.org/plosgenetics/s/submission-guidelines,1,,2,,0,Materials and software transparency strongly encouraged,0,Materials and software transparency strongly encouraged,2,,0,,0,,1,,0,,0,,6
PLOS Computational Biology,1553-734X,PLOS,,https://journals.plos.org/ploscompbiol/s/submission-guidelines,1,,2,,0,Materials and software transparency strongly encouraged,0,Materials and software transparency strongly encouraged,2,,0,,0,,1,,0,,0,,6
PLOS Medicine,1549-1676,PLOS,,https://journals.plos.org/plosmedicine/s/submission-guidelines,1,,2,,0,Materials and software transparency strongly encouraged,0,Materials and software transparency strongly encouraged,2,,0,PLOS Medicine abides by best practices endorsed by ICMJE for publishing the results of clinical trials that are required to be registered.,0,,0,,0,,0,,5
PLOS Biology,1545-7885,PLOS,,https://journals.plos.org/plosbiology/s/submission-guidelines,1,,2,,0,"Encourages analysis code sharing, but does not require an availability statement.",0,"Encourages materials sharing, but does not require an availability statement.",2,,0,,0,,3,,3,,0,,11
PLOS ONE,1932-6203,PLOS,,https://journals.plos.org/plosone/s/best-practices-in-research-reporting,1,,2,,0,"Expects code sharing, but does not require it or an availability statement.",0,"Expects materials sharing, but does not require it or an availability statement.",2,,0,,0,,3,,3,,0,,11
The Photogrammetric Record,1477-9730,Wiley,,https://onlinelibrary.wiley.com/page/journal/14779730/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
The Modern Language Journal,1540-4781,Wiley,,https://onlinelibrary.wiley.com/page/journal/15404781/homepage/forauthors.html,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,"Encourages materials sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,2,,2
Strategic Management Journal,1097-0266,Wiley,,https://onlinelibrary.wiley.com/page/journal/10970266/homepage/forauthors.html,0,,1,,0,,0,,0,,0,,0,,1,,0,,1,,3
Sexual Abuse,1573-286X,SAGE,,https://us.sagepub.com/en-us/nam/sexual-abuse/journal201888#submission-guidelines,0,,0,,0,,0,,0,,0,,0,,1,"Editorial: Seto, 2019, ""SA Editorial About Next Phase of More Open Science""",3,,2,,6
Quarterly Journal of Experimental Psychology,1747-0226,SAGE,,https://us.sagepub.com/en-us/nam/quarterly-journal-of-experimental-psychology/journal203389#submission-guidelines,0,,0,,0,,0,,0,,0,,0,,0,,3,,2,,5
Public Administration Review,1540-6210,Wiley,,https://www.publicadministrationreview.com/guidelines/,2,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,1,,0,,0,,0,,0,,2,,5
Psychology of Popular Media,2689-6575,American Psychological Association,,https://www.apa.org/pubs/journals/ppm/index?tab=4,0,,0,,0,,0,,1,,0,,0,,0,,0,,2,,3
Psychology of Men and Masculinities,1939-151X,American Psychological Association,,https://www.apa.org/pubs/journals/men/index?tab=4,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
Psychological Methods,1939-1463,American Psychological Association,,https://www.apa.org/pubs/journals/met/?tab=4,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
Political Communication,1091-7675,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=upcp20,1,,2,,0,,0,,1,,0,,0,,0,,0,,2,,6
Neuroscience of Consciousness,2057-2107,Oxford University Press,,https://academic.oup.com/nc/pages/General_Instructions,0,,1,,0,,0,,0,,0,,0,,0,,3,,2,,6
Neuropsychology,1931-1559,American Psychological Association,,https://www.apa.org/pubs/journals/neu/index?tab=4,0,,0,,0,,0,,1,"Requires using CONSORT reporting standards, but only for RCTs.",0,,0,,1,,0,,2,,4
Management and Organization Review,1740-8784,Cambridge University Press,,https://www.cambridge.org/core/journals/management-and-organization-review/editorial-statement-and-instructions-for-auth,2,,1,,1,,1,,1,,1,,1,,3,,3,,2,,16
Law and Human Behavior,1573-661X,American Psychological Association,,https://www.apa.org/pubs/journals/lhb/index?tab=4,0,,1,,1,,1,,2,,1,,1,,3,,3,,2,,15
Language Testing,1477-0946,SAGE,,https://journals.sagepub.com/author-instructions/LTJ,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,2
Language Learning,1467-9922,Wiley,,https://onlinelibrary.wiley.com/page/journal/14679922/homepage/forauthors.html,2,,0,"Encourages data sharing, but does not require data availability statements.",0,"Encourages code sharing, but does not require code availability statement. ",0,"Materials must be made available to reviewers, but are not required to be disclosed in the final manuscript.",1,References the Guidelines for Reporting Quantitative Methods and Results in Primary Research,0,,0,,3,"Encourages replication studies, including those done in the Registered Reports format.",3,,2,,11
Journal of Sleep Research,1365-2869,Wiley,,https://onlinelibrary.wiley.com/page/journal/13652869/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Journal of Psychiatric and Mental Health Nursing,1365-2850,Wiley,,https://onlinelibrary.wiley.com/page/journal/13652850/homepage/forauthors.html,2,,1,,0,,0,,1,,0,,0,,0,,3,,2,,9
Journal of Personality Assessment,1532-7752,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?journalCode=hjpa20&page=instructions,1,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,3
Journal of Neuroscience Research,1097-4547,Wiley,,https://onlinelibrary.wiley.com/page/journal/10974547/homepage/forauthors.html,2,,2,Requires availability statements and requires data sharing in most cases.,0,Code availability is strongly encouraged. ,2,Materials transparency is required. ,2,,0,,0,,0,,3,,2,,13
Journal of Neurochemistry,1471-4159,Wiley,,https://onlinelibrary.wiley.com/page/journal/14714159/homepage/forauthors.html,0,,1,,0,,1,,1,,1,"Encourages preregistration and, if preregistered, requires a link be provided to it.",1,,1,,0,,2,,8
Journal of Neuroendocrinology,1365-2826,Wiley,,https://onlinelibrary.wiley.com/page/journal/13652826/homepage/forauthors.html,2,,1,,0,,0,,1,,0,,0,,0,,0,,2,,6
Journal of International Crisis and Risk Communication Research,2576-0025,,,https://stars.library.ucf.edu/jicrcr/,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
Journal of Counseling Psychology,1939-2168,American Psychological Association,,https://www.apa.org/pubs/journals/cou/?tab=4,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1
Journal of Cognition and Development,1532-7647,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hjcd20,1,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,3,,3,,2,,9
Journal of Behavioral Public Administration,2576-6465,,,https://journal-bpa.org/index.php/jbpa/transparency,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,2
Internet Archaeology,1363-5387,Council for British Archaeology,,https://intarch.ac.uk/authors/,1,,1,,1,,1,,1,,0,,0,,1,Encourages re-analysis/re-interpretation studies.,0,,2,,8
International Journal of Primatology,1573-8604,Springer Nature,,https://www.springer.com/journal/10764/submission-guidelines,1,,1,,0,,0,,1,,0,,0,,1,,0,,2,,6
International Journal for the Psychology of Religion,1479-4276,Taylor and Francis,,https://tandfonline.com/action/authorSubmission?show=instructions&journalCode=rigs20,1,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,3
Criminology,1745-9125,Wiley,,https://onlinelibrary.wiley.com/page/journal/17459125/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
International Gambling Studies,1479-4276,Taylor and Francis,,https://tandfonline.com/action/authorSubmission?show=instructions&journalCode=rigs20,1,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,3
Emerging Adulthood,2167-6984,SAGE,,https://journals.sagepub.com/author-instructions/EAX,0,,1,,1,,1,,2,,1,,1,,3,,3,,2,,15
Geoscience Data Journal,2049-6060,Wiley,,https://rmets.onlinelibrary.wiley.com/hub/journal/20496060/about/author-guidelines,2,,2,,0,,0,,0,,0,,0,,0,,0,,2,,6
Evolution and Human Behavior,1090-5138,Elsevier,,https://www.elsevier.com/journals/evolution-and-human-behavior/1090-5138/transparency-and-openness,2,,2,,0,,0,,0,,1,,1,,1,,0,,2,,9
Environmental Toxicology and Chemistry,1552-8618,Wiley,,https://setac.onlinelibrary.wiley.com/hub/journal/15528618/author-guidelines,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,,3
Communication Research Reports,1746-4099,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcrr20,0,,0,,0,,0,,0,,0,,0,,0,,3,,2,,5
Communication Studies,1745-1035,Taylor and Francis,,https://tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcst20,1,,1,,0,,0,,0,,0,,0,,,,0,,2,,4
Cognitive Science,1551-6709,Wiley,,https://onlinelibrary.wiley.com/page/journal/15516709/homepage/forauthors.html,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,0,,0,,0,,0,,0,,2,,2
Clinical Psychological Science,2167-7034,SAGE,,https://www.psychologicalscience.org/publications/clinical/2016-clinical-submission-guidelines,0,,0,,0,,0,,0,,0,,0,,1,,0,,2,,3
Canadian Journal of Experimental Psychology,1878-7290,American Psychological Association,,https://www.apa.org/pubs/journals/cep/?tab=4,0,,0,,0,,0,,1,Encourages the use of the Journal Article Reporting Standards.,0,,0,,0,,3,,2,,6
Brain and Neuroscience Advances,2398-2128,SAGE,,https://journals.sagepub.com/author-instructions/BNA,0,,0,"Strongly encourages sharing, but does not require an availability statement.",0,,0,,1,,0,,0,,0,,3,,2,,6
BMJ Open Science,2398-8703,BMJ,,https://openscience.bmj.com/pages/authors/,1,,2,,1,Code availability is included in the data availability statement.,0,Does not mention any research materials.,1,,3,,3,,3,,3,,2,,19
BMC Microbiology,1471-2180,Springer Nature,,https://www.biomedcentral.com/getpublished/editorial-policies,0,,1,,1,,1,,1,,0,,0,,0,,0,,1,,5
Biometrical Journal,1521-4036,Wiley,,https://onlinelibrary.wiley.com/page/journal/15214036/homepage/forauthors.html,0,,3,Submitted data and code are reviewed by a Reproducible Research Editor and checked against the reported results.,3,Submitted data and code are reviewed by a Reproducible Research Editor and checked against the reported results.,0,,1,,0,,0,,0,,0,,0,,7
Asian American Journal of Psychology,1948-1993,American Psychological Association,,https://www.apa.org/pubs/journals/aap/index?tab=4,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
Archive for the Psychology of Religion,1573-6121,SAGE,,https://us.sagepub.com/en-us/nam/archive-for-the-psychology-of-religion/journal203533#submission-guidelines,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,1,Points authors to APA's JARS standards,1,,0,,3,,3,,2,,10
Annual Review of Applied Linguistics,1471-6356,Cambridge University Press,,https://www.cambridge.org/core/journals/annual-review-of-applied-linguistics/information/openscience,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2
Analyses of Social Issues and Public Policy,1530-2415,Wiley,,https://spssi.onlinelibrary.wiley.com/hub/journal/15302415/about/author-guidelines,2,,0,"Similar to typical Level I language, but this does not require authors to indicate data availability.",0,,0,,1,,1,,1,,1,,0,,2,,8
American Journal of Primatology,1098-2345,Wiley,,https://onlinelibrary.wiley.com/page/journal/10982345/homepage/forauthors.html,0,,0,"Encourages data sharing, but does not require data availability statements.",0,,0,,1,,0,,0,,0,,0,,2,,3
American Journal of Political Science,1540-5907,Wiley,,https://ajps.org/guidelines-for-manuscripts/,0,,3,,3,,3,,0,,0,,0,,0,,0,,2,,11
American Journal of Orthopsychiatry,1939-0025,American Psychological Association,,https://www.apa.org/pubs/journals/ort/index?tab=4,0,,0,,0,,0,,1,Encourages the use of the Journal Article Reporting Standards.,0,,0,,0,,0,,2,,3
AIS Transactions on Replication Research,2473-3458,Elsevier,,https://aisel.aisnet.org/trr/authorinfo.html,3,,1,,1,,2,,0,,0,,0,,1,,1,,2,,11
Addiction Research & Theory,1476-7392,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iart20,0,,0,,0,,0,,0,,0,,0,,0,,3,,2,,5
Proceedings of the National Academy of Sciences,1091-6490,U.S. National Academy of Sciences,,https://www.pnas.org/page/authors/journal-policies,1,,1,"Data availability statement is required, and data must be made available to readers, but authors are only encouraged to use a repository for data sharing. For level 2, data must be publicly available to the greatest extent permitted by legal and ethical constraints.",1,,1,,1,,1,"If preregistered, authors are instructed to link to the preregistration.",1,Preregistration guideline includes analysis plans.,1,,0,,0,,8
Science and Justice,1355-0306,Elsevier,,https://www.elsevier.com/journals/science-and-justice/1355-0306/guide-for-authors,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Regulatory Toxicology and Pharmacology,0273-2300,Elsevier,,https://www.elsevier.com/journals/regulatory-toxicology-and-pharmacology/0273-2300/guide-for-authors,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,,,1
"Medicine, Science and the Law",2042-1818,SAGE,,https://journals.sagepub.com/author-instructions/MSL,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,,,1
Medical Law Review,1464-3790,Oxford University Press,,https://academic.oup.com/medlaw/pages/General_Instructions,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Legal Medicine,1344-6223,Elsevier,,https://www.elsevier.com/journals/legal-medicine/1344-6223/guide-for-authors,1,,0,"This journal encourages data statements, but does not require them.",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Law Medicine and Ethics,1748-720X,SAGE,,https://journals.sagepub.com/author-instructions/LME,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0
Journal of Forensic Sciences,1556-4029,Wiley,,https://onlinelibrary.wiley.com/page/journal/15564029/homepage/forauthors.html,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0
Journal of Forensic Radiology and Imaging,2212-4780,Elsevier,,https://www.elsevier.com/journals/journal-of-forensic-radiology-and-imaging/2212-4780/guide-for-authors,1,,0,"This journal encourages, but does not require, data transparency and data availability statements. ",0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Forensic Practice,2050-8794,Emerald,,https://www.emeraldgrouppublishing.com/products/journals/author_guidelines.htm?id=JFP,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1
Journal of Forensic and Legal Medicine,1752-928X,Elsevier,,https://www.elsevier.com/journals/journal-of-forensic-and-legal-medicine/1752-928x/guide-for-authors,1,,0,"This journal encourages, but does not require, data transparency and data availability statements. ",0,"This journal encourages code transparency, but does not require disclosure of analytical code.",0,"This journal encourages materials transparency, but does not require disclosure of research materials.",0,,0,,0,,0,,0,,,,1
International Journal of Legal Medicine,0937-9827,Springer Nature,,https://www.springer.com/journal/414/submission-guidelines,1,,0,"Data sharing is strongly encouraged for most datasets. For protein, DNA, and similar molecular data where community repositories exist, data deposition is required. Data availability statements are encouraged. ",0,"This journal encourages code transparency, but does not require code sharing or disclosure of materials availability.",0,"This journal encourages sharing of research materials, but does not require it. ",0,,0,,0,,0,,0,,0,,1
Forensic Toxicology,1860-8973 ,Springer Nature,,https://www.springer.com/journal/11419/submission-guidelines,0,,0,"This journal encourages, but does not require, data sharing or data availability statements.",0,"This journal encourages code transparency, but does not require disclosure or sharing of analytical code.",0,"This journal encourages materials transparency, but does not require materials sharing or disclosure of materials availability.",0,,0,,0,,0,,0,,,,0
"Forensic Science, Medicine, and Pathology",1556-2891,Springer Nature,,https://www.springer.com/journal/12024/submission-guidelines,1,,0,"This journal encourages, but does not require, data transparency.",0,"This journal encourages code transparency, but does not require disclosure of analytical code.",0,"This journal encourages materials transparency, but does not require disclosure of research materials.",0,,0,,0,,0,,0,,0,,1
Forensic Science International: Synergy,2589-871X,Elsevier,,https://www.elsevier.com/journals/forensic-science-international-synergy/2589-871x/guide-for-authors,1,,0,"This journal encourages, but does not require, data transparency and data availability statements. ",0,"This journal encourages code transparency, but does not require disclosure of analytical code.",0,"This journal encourages materials transparency, but does not require disclosure of research materials.",1,Encourages use of CONSORT guidelines for reporting the results of RCTs. ,0,Follows ICMJE standards for clinical trial registration. ,0,,0,,0,,0,,2
Forensic Science International: Genetics,1872-4973,Elsevier,,https://www.elsevier.com/journals/forensic-science-international-genetics/1872-4973/guide-for-authors,1,,0,"This journal encourages, but does not require, data sharing and data availability statements.",0,"This journal encourages code transparency, but does not require disclosure or sharing of analytical code.",0,"This journal encourages materials transparency, but does not require materials sharing or disclosure of materials availability.",0,,0,,0,,0,,0,,0,,1
Forensic Science International,0379-0738,Elsevier,,https://www.elsevier.com/journals/forensic-science-international/0379-0738/guide-for-authors,1,,0,"This journal encourages, but does not require, data sharing or data availability statements.",0,"This journal encourages code transparency, but does not require disclosure or sharing of analytical code.",0,"This journal encourages materials transparency, but does not require materials sharing or disclosure of materials availability.",0,,0,,0,,0,,0,,0,,1
Forensic Chemistry,2468-1709,Elsevier,,https://www.elsevier.com/journals/forensic-chemistry/2468-1709/guide-for-authors,1,,0,"This journal encourages, but does not require, data transparency and data availability statements. ",0,"This journal encourages code transparency, but does not require disclosure of analytical code.",0,"This journal encourages materials transparency, but does not require disclosure of research materials.",0,,0,,0,,0,,0,,0,,1
Environmental Forensics,1527-5930,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uenf20,1,,0,"This journal encourages, but does not require, data sharing and data availability statements.",0,,0,,0,,0,,0,,0,,0,,0,,1
Australian Journal of Forensic Sciences,1834-562X,Taylor and Francis,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tajf20,1,,0,"Authors are encouraged, but not required, to include a data availability statement and to put shareable data into a repository. ",0,,0,,0,,0,,0,,0,,0,,0,,1
American Journal of Forensic Medicine and Pathology,1533-404X,Wolters Kluwer,,http://edmgr.ovid.com/fmp/accounts/ifauth.htm,1,,0,,0,,0,,0,,0,,0,,0,,0,,,,1
Urban Education,1552-8340,SAGE,,https://journals.sagepub.com/author-instructions/UEX,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
