Timestamp,Select your initials,Enter journal name,Enter society affiliation (if applicable),Provide perma.cc link(s) to policy information on journal website,Data citation,Data citation justification quote,Data transparency,Data transparency justification quote,Analytical code transparency,Analytical code transparency justification quote,Materials transparency,Materials transparency justification quote,Reporting guidelines,Reporting guidelines justification quote,Study preregistration,Study preregistration justification quote,Analysis pre-registration,Analysis pre-registration justification text,Replication,Replication justification quote,Publication bias,Publication bias justification quote,Open science badges,Open science badges justification quote,If there's anything unusual or important to note about this journal write it here
10/8/2020 13:55:29,TEH,CAREER DEVELOPMENT INTERNATIONAL,,https://perma.cc/Z5QG-EY7W,1. Journal describes citation of data in guidelines to authors with clear rules and examples.,"We are a signatory of the Transparency and Openness Promotion (TOP) Guidelines, a framework that supports the reproducibility of research through the adoption of transparent research practices. That means we encourage you to:

    Cite and fully reference all data, program code, and other methods in your article.
    Include persistent identifiers, such as a Digital Object Identifier (DOI), in references for datasets and program codes. Persistent identifiers ensure future access to unique published digital objects, such as a piece of text or datasets. Persistent identifiers are assigned to datasets by digital archives, such as institutional repositories and partners in the Data Preservation Alliance for the Social Sciences (Data-PASS).
    Follow appropriate international and national procedures with respect to data protection, rights to privacy and other ethical considerations, whenever you cite data. For further guidance please refer to our research and publishing ethics guidelines. For an example on how to cite datasets, please refer to the references section below.

...

Surname, initials (year), title of dataset, name of data repository, available at: persistent URL, (accessed date month year).

e.g. Campbell, A. and Kahn, R.L. (2015), American National Election Study, 1948, ICPSR07218-v4, Inter-university Consortium for Political and Social Research (distributor), Ann Arbor, MI, available at: https://doi.org/10.3886/ICPSR07218.v4 (accessed 20 June 2018)","0. Data sharing is encouraged, or not mentioned.","We are a signatory of the Transparency and Openness Promotion (TOP) Guidelines, a framework that supports the reproducibility of research through the adoption of transparent research practices. That means we encourage you to:

    Cite and fully reference all data, program code, and other methods in your article.","0. Code sharing is encouraged, or not mentioned.","We are a signatory of the Transparency and Openness Promotion (TOP) Guidelines, a framework that supports the reproducibility of research through the adoption of transparent research practices. That means we encourage you to:

    Cite and fully reference all data, program code, and other methods in your article.","0. Materials sharing is encouraged, or not mentioned.","We are a signatory of the Transparency and Openness Promotion (TOP) Guidelines, a framework that supports the reproducibility of research through the adoption of transparent research practices. That means we encourage you to:

    Cite and fully reference all data, program code, and other methods in your article.",0. No mention of reporting guidelines.,,0. Journal says nothing.,"We can only accept submissions featuring clinical trials if the following applies:

    The trial is registered in a publicly-accessible database. This must have been done prior to the start of the trial or enrolment of the participants. Examples of publicly-accessible databases include these sites by the National Institutes of Health and the World Health Organization. When submitting your work to Emerald, please include the name of your trial register and your clinical trial registration number.",0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:00:25,TEH,BEHAVIORAL INTERVENTIONS,,https://perma.cc/GDT2-YJJE,0. No mention of data citation.,,"2. Articles must have publicly available data, or an explanation why ethical or legal constraints prevent it.","Data Sharing and Data Accessibility

Behavioral Interventions recognizes the many benefits of archiving research data. The journal expects you to archive all the data from which your published results are derived in a public repository. The repository that you choose should offer you guaranteed preservation (see the registry of research data repositories at https://www.re3data.org/) and should help you make it findable, accessible, interoperable, and re-useable, according to FAIR Data Principles (https://www.force11.org/group/fairgroup/fairprinciples).

All accepted manuscripts are required to publish a data availability statement to confirm the presence or absence of shared data. If you have shared data, this statement will describe how the data can be accessed, and include a persistent identifier (e.g., a DOI for the data, or an accession number) from the repository where you shared the data. Authors will be required to confirm adherence to the policy.  If you cannot share the data described in your manuscript, for example for legal or ethical reasons, or do not intend to share the data then you must provide the appropriate data availability statement. The journal notes that FAIR data sharing allows for access to shared data under restrictions (e.g., to protect confidential or proprietary information) but notes that the FAIR principles encourage you to share data in ways that are as open as possible (but that can be as closed as necessary).","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,"Clinical Trial Registration
The journal requires that clinical trials are prospectively registered in a publicly accessible database and clinical trial registration numbers should be included in all papers that report their results. Authors are asked to include the name of the trial register and the clinical trial registration number at the end of the abstract. If the trial is not registered, or was registered retrospectively, the reasons for this should be explained.",0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:05:55,TEH,DEVELOPMENTAL SCIENCE,,https://perma.cc/WQ3U-29TP,0. No mention of data citation.,,1. Articles must state whether or not data are available. Requiring a data availability statement satisfies this level,"Data Sharing and Data Accessibility

The journal expects authors to archive all the data from which their published results are derived in a public repository. All accepted manuscripts are required to publish a data availability statement to confirm the presence or absence of shared data. If authors have shared data, this statement will describe how the data can be accessed, and include a persistent identifier (e.g., a DOI or an accession number) from the repository. For more details, see the full Data Sharing and Data Accessibility policy below.","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,1. Journal articulates design transparency standards.,"We encourage authors to adhere to animal research reporting standards, for example the ARRIVE reporting guidelines for reporting study design and statistical analysis; experimental procedures; experimental animals and housing and husbandry. ",0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,3. Journal accepts Registered Reports for novel studies as a regular submission option.,"Registered Reports - Registered Reports represent a new format of research article in which manuscripts containing a study proposal (inclusive of an Introduction detailing the rationale and background to the proposed study and a Method section detailing the procedure and planned, confirmatory data analyses) are reviewed for possible publication prior to data collection. Thus, Registered Reports are evaluated based solely on the potential merit of the research proposal and associated methodology rather than the statistical significance of the eventual results. This format eliminates the bias against negative results and the questionable practices it often generates, such as selective reporting of results, presenting exploratory analyses as confirmatory, etc. A general overview of Registered Reports can be found here at the Centre for Open Science site: https://cos.io/rr/. Click here for Developmental Science’s submission guidelines for Registered Reports.",0. Journal says nothing.,,
10/8/2020 14:13:02,TEH,SPATIAL COGNITION AND COMPUTATION,,https://perma.cc/6C3N-C9S9,0. No mention of data citation.,Authors are further encouraged to cite any data sets referenced in the article,"0. Data sharing is encouraged, or not mentioned.","Data Sharing Policy

This journal applies the Taylor & Francis Basic Data Sharing Policy. Authors are encouraged to share or make open the data supporting the results or analyses presented in their paper where this does not violate the protection of human subjects or other valid privacy or security concerns.

Authors are encouraged to deposit the dataset(s) in a recognized data repository that can mint a persistent digital identifier, preferably a digital object identifier (DOI) and recognizes a long-term preservation plan. If you are uncertain about where to deposit your data, please see this information regarding repositories.

Authors are further encouraged to cite any data sets referenced in the article and provide a Data Availability Statement.

At the point of submission, you will be asked if there is a data set associated with the paper. If you reply yes, you will be asked to provide the DOI, pre-registered DOI, hyperlink, or other persistent identifier associated with the data set(s). If you have selected to provide a pre-registered DOI, please be prepared to share the reviewer URL associated with your data deposit, upon request by reviewers.

Where one or multiple data sets are associated with a manuscript, these are not formally peer reviewed as a part of the journal submission process. It is the author’s responsibility to ensure the soundness of data. Any errors in the data rest solely with the producers of the data set(s).","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:15:03,TEH,MULTISENSORY RESEARCH,,https://perma.cc/NCB2-KW55,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:17:16,TEH,SEXUAL AND RELATIONSHIP THERAPY,,https://perma.cc/3ZNW-3B7Z,0. No mention of data citation.,Authors are further encouraged to cite any data sets referenced in the article,"0. Data sharing is encouraged, or not mentioned.","Data Sharing Policy

This journal applies the Taylor & Francis Basic Data Sharing Policy. Authors are encouraged to share or make open the data supporting the results or analyses presented in their paper where this does not violate the protection of human subjects or other valid privacy or security concerns.

Authors are encouraged to deposit the dataset(s) in a recognized data repository that can mint a persistent digital identifier, preferably a digital object identifier (DOI) and recognizes a long-term preservation plan. If you are uncertain about where to deposit your data, please see this information regarding repositories.","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:19:10,TEH,JOURNAL OF EXPERIMENTAL EDUCATION,,https://perma.cc/8F8A-Z27A,0. No mention of data citation.,Authors are further encouraged to cite any data sets referenced in the article,"0. Data sharing is encouraged, or not mentioned.","Data Sharing Policy

This journal applies the Taylor & Francis Basic Data Sharing Policy. Authors are encouraged to share or make open the data supporting the results or analyses presented in their paper where this does not violate the protection of human subjects or other valid privacy or security concerns.

Authors are encouraged to deposit the dataset(s) in a recognized data repository that can mint a persistent digital identifier, preferably a digital object identifier (DOI) and recognizes a long-term preservation plan. If you are uncertain about where to deposit your data, please see this information regarding repositories.

Authors are further encouraged to cite any data sets referenced in the article and provide a Data Availability Statement.","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:24:16,TEH,TOPICS IN COGNITIVE SCIENCE,Cognitive Science Society ,https://perma.cc/25DC-BVE5,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.","In partnership with the non-profit Center for Open Science (COS), Topics in Cognitive Science awards all qualifying authors open science badges recognizing their contributions to the open science movement. 

...

Authors will have an opportunity at the time of manuscript submission and at the time of acceptance to inform themselves of this initiative and to determine whether they wish to participate. Applying and qualifying for open science badges is not a requirement for publishing with Topics in Cognitive Science, but these badges are further incentive for authors to participate in the open science movement and thus to increase the visibility and transparency of their research.","0. Code sharing is encouraged, or not mentioned.","In partnership with the non-profit Center for Open Science (COS), Topics in Cognitive Science awards all qualifying authors open science badges recognizing their contributions to the open science movement. 

...

Authors will have an opportunity at the time of manuscript submission and at the time of acceptance to inform themselves of this initiative and to determine whether they wish to participate. Applying and qualifying for open science badges is not a requirement for publishing with Topics in Cognitive Science, but these badges are further incentive for authors to participate in the open science movement and thus to increase the visibility and transparency of their research.","0. Materials sharing is encouraged, or not mentioned.","In partnership with the non-profit Center for Open Science (COS), Topics in Cognitive Science awards all qualifying authors open science badges recognizing their contributions to the open science movement. 

...

Authors will have an opportunity at the time of manuscript submission and at the time of acceptance to inform themselves of this initiative and to determine whether they wish to participate. Applying and qualifying for open science badges is not a requirement for publishing with Topics in Cognitive Science, but these badges are further incentive for authors to participate in the open science movement and thus to increase the visibility and transparency of their research.",0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,1. Journal awards 1 or 2 open science badges.,"Open Science Badges

In partnership with the non-profit Center for Open Science (COS), Topics in Cognitive Science awards all qualifying authors open science badges recognizing their contributions to the open science movement. The open science practices and associated award badges, as implemented by the Center for Open Science and supported by Topics in Cognitive Science, are the following:

The Open Materials badge recognizes researchers who share their research materials and instruments (including computational cognitive models) in a publicly-accessible format, providing sufficient information for researchers to reproduce procedures and analyses of published research studies. In the field of cognitive science research, a qualifying public, open-access database of research instruments and materials is Open Science Framework repository. Note that in the case of source code for computational cognitive models it is recognized that dependencies (e.g., specific operating systems, specific versions of libraries and compilers) will exist. These must be clearly documented within the source code in order to qualify for the Open Materials badge.

The Open Data badge recognizes researchers who make their data publicly available, providing sufficient description of the data to allow researchers to reproduce research findings of published research studies. An example of a qualifying public, open-access database for data sharing is the Open Science Framework repository. Numerous other data-sharing repositories are available through various Dataverse networks (e.g., http://dataverse.org) and hundreds of other databases available through the Registry of Research Data Repositories (http://www.re3data.org). There are, of course, circumstances in which it is not possible or advisable to share data publicly. For example, there are cases in which sharing participant data could violate confidentiality. In these cases, the authors may wish to provide an explanation of such circumstances in the Alternative Note section of the disclosure form. The information the authors provide will be included in the article’s Open Practices note.

Topics in Cognitive Science does not currently offer the Centre for Open Science’s Preregistered badge, though we may do so in the future. Authors will have an opportunity at the time of manuscript submission and at the time of acceptance to inform themselves of this initiative and to determine whether they wish to participate. Applying and qualifying for open science badges is not a requirement for publishing with Topics in Cognitive Science, but these badges are further incentive for authors to participate in the open science movement and thus to increase the visibility and transparency of their research. To apply, please download and submit this disclosure form either at the time of submission or acceptance.",
10/8/2020 14:28:51,TEH,VISUAL COGNITION,,https://perma.cc/4X7M-75LN,0. No mention of data citation.,Authors are further encouraged to cite any data sets referenced in the article ,"0. Data sharing is encouraged, or not mentioned.","Data Sharing Policy

This journal applies the Taylor & Francis Basic Data Sharing Policy. Authors are encouraged to share or make open the data supporting the results or analyses presented in their paper where this does not violate the protection of human subjects or other valid privacy or security concerns.

Authors are encouraged to deposit the dataset(s) in a recognized data repository that can mint a persistent digital identifier, preferably a digital object identifier (DOI) and recognizes a long-term preservation plan. If you are uncertain about where to deposit your data, please see this information regarding repositories.","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:37:19,TEH,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,Association for the Treatment of Sexual Abusers,https://perma.cc/ZK4R-HG78,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,"Sexual Abuse encourages open science practices, which includes preregistration of studies",0. Journal says nothing.,"Specify whether analyses were prespecified prior to data collection- in order to address the specific research question- or exploratory- implemented after examination of the data and/or prespecified analyses (see Head et al. [2015], for further information)

...

These guidelines are intended to be aspirational, to encourage greater transparency and reproducibility. Submissions that cannot address all these points will still be considered and accepted for publication in SA.",0. Journal says nothing.,,3. Journal accepts Registered Reports for novel studies as a regular submission option.,,2. Journal awards all 3 open science badges.,"Open Science Badging

Sexual Abuse encourages open science practices, which includes preregistration of studies, providing open study materials, or providing study data in a public repository. To qualify, preregistration, open materials, and open data should be on a publicly accessible website in a format that is time-stamped, immutable, and permanent.

To recognize these practices, we are introducing Open Science Framework (OSF) badging to articles published in this journal. For more information about these badges, see the OSF Wiki. Badging is not required for submission, peer review, or publication.

Preregistration badges are currently for Registered Reports only. Authors are asked to be mindful of ethical issues, copyright, and feasibility when considering the sharing of materials or data.

If you wish to apply for OSF badging, please ensure you mention this in your cover letter, complete our disclosure form and include it with your submission.",
10/8/2020 14:40:42,TEH,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,,https://perma.cc/4VSN-AZYX,0. No mention of data citation.,Authors are further encouraged to cite any data sets referenced in the article,"0. Data sharing is encouraged, or not mentioned.","Data Sharing Policy

This journal applies the Taylor & Francis Basic Data Sharing Policy. Authors are encouraged to share or make open the data supporting the results or analyses presented in their paper where this does not violate the protection of human subjects or other valid privacy or security concerns.

Authors are encouraged to deposit the dataset(s) in a recognized data repository that can mint a persistent digital identifier, preferably a digital object identifier (DOI) and recognizes a long-term preservation plan. If you are uncertain about where to deposit your data, please see this information regarding repositories.","0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:42:46,TEH,JOURNAL OF PSYCHOPHYSIOLOGY,,https://perma.cc/UL9J-T3GV,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:44:10,TEH,DEVIANT BEHAVIOR,,https://perma.cc/WA2L-GLEA,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
10/8/2020 14:48:06,TEH,BEHAVIOR MODIFICATION,,https://perma.cc/3AEF-QZY7,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,
12/30/2020 12:15:39,TEH,ENVIRONMENT AND BEHAVIOR,,https://perma.cc/9G6A-G8EE?type=image,0. No mention of data citation.,,"0. Data sharing is encouraged, or not mentioned.",,"0. Code sharing is encouraged, or not mentioned.",,"0. Materials sharing is encouraged, or not mentioned.",,0. No mention of reporting guidelines.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,0. Journal says nothing.,,This journal is a replacement for Psychological Science in the Public Interest which has been identified as review-only
